Iteration,Timestamp,State,Action,Operator,Reward,QValueBefore,QValueAfter,Epsilon,BestObjective,CurrentObjective,QTableSize,AvgQValue,MaxQValue,MinQValue
1175,2025-12-07 22:13:13.376,14,0,swap,0.021131,3.086328,3.057578,0.555911,25466.25,26179.97,26,0.593606,3.057578,-1.153880
1176,2025-12-07 22:13:13.551,14,5,cross,0.013536,2.845885,2.837832,0.555633,25466.25,26176.42,26,0.593297,3.057578,-1.153880
1177,2025-12-07 22:13:13.748,14,3,2opt,0.163659,2.335677,2.393657,0.555355,25466.25,26133.58,26,0.595527,3.057578,-1.153880
1178,2025-12-07 22:13:13.976,14,0,swap,0.003659,3.057578,3.027368,0.555078,25466.25,26132.63,26,0.594365,3.027368,-1.153880
1179,2025-12-07 22:13:14.203,14,0,swap,0.089318,3.027368,3.006026,0.554800,25466.25,26109.28,26,0.593544,3.006026,-1.153880
1180,2025-12-07 22:13:14.369,14,1,insert,0.070324,2.751804,2.754198,0.554523,25466.25,26090.92,26,0.593636,3.006026,-1.153880
1181,2025-12-07 22:13:14.593,14,0,swap,0.327369,3.006026,3.008703,0.554246,25466.25,26005.51,26,0.593739,3.008703,-1.153880
1182,2025-12-07 22:13:14.800,14,5,cross,0.031057,2.837832,2.827938,0.553968,25466.25,25997.43,26,0.593358,3.008703,-1.153880
1183,2025-12-07 22:13:15.027,14,0,swap,0.149784,3.008703,2.993594,0.553691,25466.25,25958.49,26,0.592777,2.993594,-1.153880
1184,2025-12-07 22:13:15.266,14,0,swap,0.009069,2.993594,2.964565,0.553415,25466.25,25956.14,26,0.591661,2.964565,-1.153880
1185,2025-12-07 22:13:15.449,14,0,swap,0.004688,2.964565,2.935389,0.553138,25466.25,25954.92,26,0.590539,2.935389,-1.153880
1186,2025-12-07 22:13:15.690,14,3,2opt,0.003172,2.393657,2.418794,0.552861,25466.25,25954.10,26,0.591505,2.935389,-1.153880
1187,2025-12-07 22:13:15.924,14,2,invert,0.000000,2.346872,2.376370,0.552585,25466.25,25954.10,26,0.592640,2.935389,-1.153880
1188,2025-12-07 22:13:16.188,14,0,swap,0.000000,2.935389,2.906035,0.552309,25466.25,25954.10,26,0.591511,2.906035,-1.153880
1189,2025-12-07 22:13:16.394,14,4,oropt,0.003068,-1.153880,-0.776642,0.552032,25466.25,25953.30,26,0.606020,2.906035,-0.776642
1190,2025-12-07 22:13:16.557,14,4,oropt,0.276374,-0.776642,-0.409797,0.551756,25466.25,25881.57,26,0.620129,2.906035,-0.409797
1191,2025-12-07 22:13:16.717,14,3,2opt,0.101300,2.418794,2.448588,0.551480,25466.25,25855.36,26,0.621275,2.906035,-0.409797
1192,2025-12-07 22:13:16.925,14,4,oropt,0.003980,-0.409797,-0.106876,0.551205,25466.25,25854.33,26,0.632926,2.906035,-0.106876
1193,2025-12-07 22:13:17.138,14,0,swap,0.000485,2.906035,2.877023,0.550929,25466.25,25854.20,26,0.631810,2.877023,-0.106876
1194,2025-12-07 22:13:17.324,14,0,swap,0.098327,2.877023,2.858085,0.550654,25466.25,25828.78,26,0.631082,2.858085,-0.106876
1195,2025-12-07 22:13:17.568,14,0,swap,0.121381,2.858085,2.841642,0.550378,25466.25,25797.43,26,0.630449,2.841642,-0.106876
1196,2025-12-07 22:13:17.715,14,0,swap,0.087126,2.841642,2.821939,0.550103,25466.25,25774.95,26,0.629692,2.827938,-0.106876
1197,2025-12-07 22:13:17.843,14,5,cross,0.020417,2.827938,2.801700,0.549828,25466.25,25769.69,26,0.628682,2.821939,-0.106876
1198,2025-12-07 22:13:18.073,14,0,swap,0.008342,2.821939,2.794554,0.549553,25466.25,25767.54,26,0.627629,2.801700,-0.106876
1199,2025-12-07 22:13:18.298,14,5,cross,0.016300,2.801700,2.775313,0.549278,25466.25,25763.34,26,0.626614,2.794554,-0.106876
1200,2025-12-07 22:13:18.494,14,0,swap,0.000669,2.794554,2.766675,0.549004,25466.25,25763.17,26,0.625542,2.775313,-0.106876
1201,2025-12-07 22:13:18.654,14,3,2opt,0.005830,2.448588,2.454090,0.548729,25466.25,25761.67,26,0.625754,2.775313,-0.106876
1202,2025-12-07 22:13:18.827,14,3,2opt,0.003907,2.454090,2.458850,0.548455,25466.25,25760.66,26,0.625937,2.775313,-0.106876
1203,2025-12-07 22:13:18.992,14,5,cross,0.000000,2.775313,2.747560,0.548181,25466.25,25760.66,26,0.624869,2.766675,-0.106876
1204,2025-12-07 22:13:19.142,14,0,swap,0.000000,2.766675,2.739008,0.547907,25466.25,25760.66,26,0.623805,2.754198,-0.106876
1205,2025-12-07 22:13:19.316,14,1,insert,0.000000,2.754198,2.726656,0.547633,25466.25,25760.66,26,0.622746,2.747560,-0.106876
1206,2025-12-07 22:13:19.516,14,0,swap,0.000000,2.739008,2.712388,0.547359,25466.25,25760.66,26,0.621722,2.747560,-0.106876
1207,2025-12-07 22:13:19.705,14,5,cross,0.000000,2.747560,2.720084,0.547085,25466.25,25760.66,26,0.620665,2.726656,-0.106876
1208,2025-12-07 22:13:19.934,14,1,insert,0.000000,2.726656,2.699389,0.546812,25466.25,25760.66,26,0.619617,2.720084,-0.106876
1209,2025-12-07 22:13:20.147,14,5,cross,0.000000,2.720084,2.692884,0.546538,25466.25,25760.66,26,0.618570,2.712388,-0.106876
1210,2025-12-07 22:13:20.401,14,5,cross,0.000000,2.692884,2.667710,0.546265,25466.25,25760.66,26,0.617602,2.712388,-0.106876
1211,2025-12-07 22:13:20.669,14,0,swap,0.000000,2.712388,2.685264,0.545992,25466.25,25760.66,26,0.616559,2.699389,-0.106876
1212,2025-12-07 22:13:20.824,14,5,cross,0.000000,2.667710,2.643884,0.545719,25466.25,25760.66,26,0.615643,2.699389,-0.106876
1213,2025-12-07 22:13:21.058,14,1,insert,0.000000,2.699389,2.672396,0.545446,25466.25,25760.66,26,0.614604,2.685264,-0.106876
1214,2025-12-07 22:13:21.234,14,3,2opt,0.000000,2.458850,2.454639,0.545173,25466.25,25760.66,26,0.614442,2.685264,-0.106876
1215,2025-12-07 22:13:21.433,14,0,swap,0.000000,2.685264,2.658411,0.544901,25466.25,25760.66,26,0.613410,2.672396,-0.106876
1216,2025-12-07 22:13:21.631,14,1,insert,0.000000,2.672396,2.645672,0.544628,25466.25,25760.66,26,0.612382,2.658411,-0.106876
1217,2025-12-07 22:13:21.829,14,0,swap,0.000000,2.658411,2.631827,0.544356,25466.25,25760.66,26,0.611359,2.645672,-0.106876
1218,2025-12-07 22:13:22.060,14,1,insert,0.000000,2.645672,2.619215,0.544084,25466.25,25760.66,26,0.610342,2.643884,-0.106876
1219,2025-12-07 22:13:22.265,14,5,cross,0.000000,2.643884,2.617445,0.543812,25466.25,25760.66,26,0.609325,2.631827,-0.106876
1220,2025-12-07 22:13:22.455,14,5,cross,0.000000,2.617445,2.592565,0.543540,25466.25,25760.66,26,0.608368,2.631827,-0.106876
1221,2025-12-07 22:13:22.701,14,0,swap,0.000000,2.631827,2.605509,0.543268,25466.25,25760.66,26,0.607356,2.619215,-0.106876
1222,2025-12-07 22:13:22.918,14,1,insert,0.000000,2.619215,2.593023,0.542996,25466.25,25760.66,26,0.606348,2.605509,-0.106876
1223,2025-12-07 22:13:23.152,14,0,swap,0.000000,2.605509,2.579454,0.542725,25466.25,25760.66,26,0.605346,2.593023,-0.106876
1224,2025-12-07 22:13:23.390,14,1,insert,0.000000,2.593023,2.567093,0.542453,25466.25,25760.66,26,0.604349,2.592565,-0.106876
1225,2025-12-07 22:13:23.596,14,4,oropt,0.000000,-0.106876,0.137142,0.542182,25466.25,25760.66,26,0.613734,2.592565,0.002188
1226,2025-12-07 22:13:23.864,14,5,cross,0.000000,2.592565,2.566640,0.541911,25466.25,25760.66,26,0.612737,2.579454,0.002188
1227,2025-12-07 22:13:24.006,14,0,swap,0.000000,2.579454,2.553659,0.541640,25466.25,25760.66,26,0.611745,2.567093,0.002188
1228,2025-12-07 22:13:24.238,14,2,invert,0.000000,2.376370,2.369771,0.541369,25466.25,25760.66,26,0.611491,2.567093,0.002188
1229,2025-12-07 22:13:24.410,14,4,oropt,0.000000,0.137142,0.354466,0.541099,25466.25,25760.66,26,0.619850,2.567093,0.002188
1230,2025-12-07 22:13:24.643,14,1,insert,0.000000,2.567093,2.541422,0.540828,25466.25,25760.66,26,0.618862,2.566640,0.002188
1231,2025-12-07 22:13:24.877,14,3,2opt,0.000000,2.454639,2.440172,0.540558,25466.25,25760.66,26,0.618306,2.566640,0.002188
1232,2025-12-07 22:13:25.123,14,5,cross,0.000000,2.566640,2.540973,0.540287,25466.25,25760.66,26,0.617319,2.553659,0.002188
1233,2025-12-07 22:13:25.325,14,2,invert,0.000000,2.369771,2.362623,0.540017,25466.25,25760.66,26,0.617044,2.553659,0.002188
1234,2025-12-07 22:13:25.510,14,0,swap,0.000000,2.553659,2.528123,0.539747,25466.25,25760.66,26,0.616062,2.541422,0.002188
1235,2025-12-07 22:13:25.636,14,3,2opt,0.000000,2.440172,2.424883,0.539477,25466.25,25760.66,26,0.615474,2.541422,0.002188
1236,2025-12-07 22:13:25.830,14,0,swap,0.000000,2.528123,2.504038,0.539208,25466.25,25760.66,26,0.614547,2.541422,0.002188
1237,2025-12-07 22:13:26.099,14,1,insert,0.000000,2.541422,2.516007,0.538938,25466.25,25760.66,26,0.613570,2.540973,0.002188
1238,2025-12-07 22:13:26.338,14,5,cross,0.000000,2.540973,2.515563,0.538669,25466.25,25760.66,26,0.612593,2.516007,0.002188
1239,2025-12-07 22:13:26.577,14,1,insert,0.000000,2.516007,2.490847,0.538399,25466.25,25760.66,26,0.611625,2.515563,0.002188
1240,2025-12-07 22:13:26.795,14,5,cross,0.000000,2.515563,2.490408,0.538130,25466.25,25760.66,26,0.610657,2.504038,0.002188
1241,2025-12-07 22:13:26.992,14,3,2opt,0.000000,2.424883,2.407758,0.537861,25466.25,25760.66,26,0.609999,2.504038,0.002188
1242,2025-12-07 22:13:27.260,14,0,swap,0.000000,2.504038,2.478998,0.537592,25466.25,25760.66,26,0.609036,2.490847,0.002188
1243,2025-12-07 22:13:27.508,14,1,insert,0.000000,2.490847,2.465939,0.537323,25466.25,25760.66,26,0.608078,2.490408,0.002188
1244,2025-12-07 22:13:27.731,14,2,invert,0.000000,2.362623,2.350498,0.537055,25466.25,25760.66,26,0.607611,2.490408,0.002188
1245,2025-12-07 22:13:27.904,14,2,invert,0.000000,2.350498,2.339585,0.536786,25466.25,25760.66,26,0.607192,2.490408,0.002188
1246,2025-12-07 22:13:28.111,14,5,cross,0.000000,2.490408,2.465504,0.536518,25466.25,25760.66,26,0.606234,2.478998,0.002188
1247,2025-12-07 22:13:28.257,14,0,swap,0.000000,2.478998,2.454208,0.536249,25466.25,25760.66,26,0.605280,2.465939,0.002188
1248,2025-12-07 22:13:28.435,14,1,insert,0.000000,2.465939,2.441279,0.535981,25466.25,25760.66,26,0.604332,2.465504,0.002188
1249,2025-12-07 22:13:28.630,14,5,cross,0.000000,2.465504,2.440849,0.535713,25466.25,25760.66,26,0.603384,2.454208,0.002188
1250,2025-12-07 22:13:28.802,14,0,swap,0.000000,2.454208,2.429666,0.535445,25466.25,25760.66,26,0.602440,2.441279,0.002188
1251,2025-12-07 22:13:29.036,14,5,cross,0.000000,2.440849,2.416479,0.535178,25466.25,25760.66,26,0.601502,2.441279,0.002188
1252,2025-12-07 22:13:29.197,14,4,oropt,0.000000,0.354466,0.538735,0.534910,25466.25,25760.66,26,0.608590,2.441279,0.002188
1253,2025-12-07 22:13:29.441,14,1,insert,0.000000,2.441279,2.416867,0.534643,25466.25,25760.66,26,0.607651,2.429666,0.002188
1254,2025-12-07 22:13:29.592,14,0,swap,0.000000,2.429666,2.405369,0.534375,25466.25,25760.66,26,0.606716,2.416867,0.002188
1255,2025-12-07 22:13:29.816,14,1,insert,0.000000,2.416867,2.392698,0.534108,25466.25,25760.66,26,0.605787,2.416479,0.002188
1256,2025-12-07 22:13:30.015,14,3,2opt,0.000000,2.407758,2.384465,0.533841,25466.25,25760.66,26,0.604891,2.416479,0.002188
1257,2025-12-07 22:13:30.150,14,3,2opt,0.000000,2.384465,2.363502,0.533574,25466.25,25760.66,26,0.604084,2.416479,0.002188
1258,2025-12-07 22:13:30.357,14,3,2opt,0.000000,2.363502,2.344635,0.533307,25466.25,25760.66,26,0.603359,2.416479,0.002188
1259,2025-12-07 22:13:30.510,14,5,cross,0.000000,2.416479,2.392314,0.533041,25466.25,25760.66,26,0.602429,2.405369,0.002188
1260,2025-12-07 22:13:30.722,14,0,swap,0.000000,2.405369,2.381316,0.532774,25466.25,25760.66,26,0.601504,2.392698,0.002188
1261,2025-12-07 22:13:30.933,14,1,insert,0.000000,2.392698,2.368771,0.532508,25466.25,25760.66,26,0.600584,2.392314,0.002188
1262,2025-12-07 22:13:31.129,14,5,cross,0.000000,2.392314,2.368391,0.532242,25466.25,25760.66,26,0.599664,2.381316,0.002188
1263,2025-12-07 22:13:31.277,14,5,cross,0.000000,2.368391,2.345870,0.531976,25466.25,25760.66,26,0.598798,2.381316,0.002188
1264,2025-12-07 22:13:31.503,14,0,swap,0.000000,2.381316,2.357502,0.531710,25466.25,25760.66,26,0.597882,2.368771,0.002188
1265,2025-12-07 22:13:31.713,14,1,insert,0.000000,2.368771,2.345083,0.531444,25466.25,25760.66,26,0.596971,2.357502,0.002188
1266,2025-12-07 22:13:31.920,14,5,cross,0.000000,2.345870,2.323459,0.531178,25466.25,25760.66,26,0.596109,2.357502,0.002188
1267,2025-12-07 22:13:32.113,14,5,cross,0.000000,2.323459,2.303288,0.530912,25466.25,25760.66,26,0.595333,2.357502,0.002188
1268,2025-12-07 22:13:32.261,14,0,swap,0.000000,2.357502,2.333927,0.530647,25466.25,25760.66,26,0.594426,2.345083,0.002188
1269,2025-12-07 22:13:32.506,14,3,2opt,0.000000,2.344635,2.321229,0.530382,25466.25,25760.66,26,0.593526,2.345083,0.002188
1270,2025-12-07 22:13:32.741,14,1,insert,0.000000,2.345083,2.321632,0.530116,25466.25,25760.66,26,0.592624,2.339585,0.002188
1271,2025-12-07 22:13:32.929,14,5,cross,0.000000,2.303288,2.283522,0.529851,25466.25,25760.66,26,0.591864,2.339585,0.002188
1272,2025-12-07 22:13:33.230,14,2,invert,0.000000,2.339585,2.316189,0.529586,25466.25,25760.66,26,0.590964,2.333927,0.002188
1273,2025-12-07 22:13:33.462,14,4,oropt,0.000000,0.538735,0.694915,0.529322,25466.25,25760.66,26,0.596971,2.333927,0.002188
1274,2025-12-07 22:13:33.696,14,0,swap,0.000000,2.333927,2.310588,0.529057,25466.25,25760.66,26,0.596073,2.321632,0.002188
1275,2025-12-07 22:13:33.939,14,1,insert,0.000000,2.321632,2.298416,0.528792,25466.25,25760.66,26,0.595180,2.321229,0.002188
1276,2025-12-07 22:13:34.116,14,5,cross,0.000000,2.283522,2.264080,0.528528,25466.25,25760.66,26,0.594432,2.321229,0.002188
1277,2025-12-07 22:13:34.264,14,5,cross,0.000000,2.264080,2.246583,0.528264,25466.25,25760.66,26,0.593759,2.321229,0.002188
1278,2025-12-07 22:13:34.459,14,2,invert,0.000000,2.316189,2.293480,0.528000,25466.25,25760.66,26,0.592886,2.321229,0.002188
1279,2025-12-07 22:13:34.609,14,3,2opt,0.000000,2.321229,2.298017,0.527736,25466.25,25760.66,26,0.591993,2.310588,0.002188
1280,2025-12-07 22:13:34.777,14,0,swap,0.000000,2.310588,2.287482,0.527472,25466.25,25760.66,26,0.591105,2.298416,0.002188
1281,2025-12-07 22:13:35.003,14,2,invert,0.000000,2.293480,2.270990,0.527208,25466.25,25760.66,26,0.590240,2.298416,0.002188
1282,2025-12-07 22:13:35.229,14,1,insert,0.000000,2.298416,2.275432,0.526944,25466.25,25760.66,26,0.589356,2.298017,0.002188
1283,2025-12-07 22:13:35.424,14,3,2opt,0.000000,2.298017,2.275036,0.526681,25466.25,25760.66,26,0.588472,2.287482,0.002188
1284,2025-12-07 22:13:35.628,14,4,oropt,0.000000,0.694915,0.831297,0.526418,25466.25,25760.66,26,0.593717,2.287482,0.002188
1285,2025-12-07 22:13:35.898,14,1,insert,0.000000,2.275432,2.253762,0.526154,25466.25,25760.66,26,0.592884,2.287482,0.002188
1286,2025-12-07 22:13:36.103,14,5,cross,0.000000,2.246583,2.227798,0.525891,25466.25,25760.66,26,0.592161,2.287482,0.002188
1287,2025-12-07 22:13:36.300,14,5,cross,0.000000,2.227798,2.210891,0.525628,25466.25,25760.66,26,0.591511,2.287482,0.002188
1288,2025-12-07 22:13:36.518,14,5,cross,0.000000,2.210891,2.195676,0.525366,25466.25,25760.66,26,0.590926,2.287482,0.002188
1289,2025-12-07 22:13:36.723,14,0,swap,0.000000,2.287482,2.264607,0.525103,25466.25,25760.66,26,0.590046,2.275036,0.002188
1290,2025-12-07 22:13:36.889,14,3,2opt,0.000000,2.275036,2.252286,0.524840,25466.25,25760.66,26,0.589171,2.270990,0.002188
1291,2025-12-07 22:13:37.122,14,3,2opt,0.000000,2.252286,2.231447,0.524578,25466.25,25760.66,26,0.588369,2.270990,0.002188
1292,2025-12-07 22:13:37.407,14,2,invert,0.000000,2.270990,2.248280,0.524316,25466.25,25760.66,26,0.587496,2.264607,0.002188
1293,2025-12-07 22:13:37.594,14,3,2opt,0.000000,2.231447,2.212117,0.524053,25466.25,25760.66,26,0.586753,2.264607,0.002188
1294,2025-12-07 22:13:37.797,14,1,insert,0.000000,2.253762,2.232201,0.523791,25466.25,25760.66,26,0.585923,2.264607,0.002188
1295,2025-12-07 22:13:38.075,14,0,swap,0.000000,2.264607,2.241961,0.523530,25466.25,25760.66,26,0.585052,2.248280,0.002188
1296,2025-12-07 22:13:38.312,14,2,invert,0.000000,2.248280,2.225797,0.523268,25466.25,25760.66,26,0.584188,2.241961,0.002188
1297,2025-12-07 22:13:38.587,14,3,2opt,0.000000,2.212117,2.192681,0.523006,25466.25,25760.66,26,0.583440,2.241961,0.002188
1298,2025-12-07 22:13:38.852,14,3,2opt,0.000000,2.192681,2.175190,0.522745,25466.25,25760.66,26,0.582767,2.241961,0.002188
1299,2025-12-07 22:13:39.116,14,0,swap,0.000000,2.241961,2.219542,0.522483,25466.25,25760.66,26,0.581905,2.232201,0.002188
1300,2025-12-07 22:13:39.326,14,1,insert,0.000000,2.232201,2.209879,0.522222,25466.25,25760.66,26,0.581046,2.225797,0.002188
1301,2025-12-07 22:13:39.564,14,2,invert,0.000000,2.225797,2.203539,0.521961,25466.25,25760.66,26,0.580190,2.219542,0.002188
1302,2025-12-07 22:13:39.790,14,1,insert,0.000000,2.209879,2.188650,0.521700,25466.25,25760.66,26,0.579374,2.219542,0.002188
1303,2025-12-07 22:13:39.964,14,0,swap,0.000000,2.219542,2.197346,0.521439,25466.25,25760.66,26,0.578520,2.203539,0.002188
1304,2025-12-07 22:13:40.154,14,2,invert,0.000000,2.203539,2.181504,0.521178,25466.25,25760.66,26,0.577673,2.197346,0.002188
1305,2025-12-07 22:13:40.346,14,3,2opt,0.000000,2.175190,2.155432,0.520918,25466.25,25760.66,26,0.576913,2.197346,0.002188
1306,2025-12-07 22:13:40.605,14,0,swap,0.000000,2.197346,2.175373,0.520657,25466.25,25760.66,26,0.576068,2.195676,0.002188
1307,2025-12-07 22:13:40.745,14,5,cross,-54.937137,2.195676,-3.319995,0.520397,25466.25,39912.83,26,0.363926,2.188650,-3.319995
1308,2025-12-07 22:13:40.917,14,1,insert,2.595488,2.188650,2.426312,0.520137,25466.25,38876.90,26,0.373067,2.426312,-3.319995
1309,2025-12-07 22:13:41.105,14,1,insert,1.616708,2.426312,2.563720,0.519877,25466.25,38248.37,26,0.378352,2.563720,-3.319995
1310,2025-12-07 22:13:41.264,14,3,2opt,1.507978,2.155432,2.321421,0.519617,25466.25,37671.59,26,0.384736,2.563720,-3.319995
1311,2025-12-07 22:13:41.434,14,1,insert,1.832175,2.563720,2.721300,0.519357,25466.25,36981.38,26,0.390797,2.721300,-3.319995
1312,2025-12-07 22:13:41.623,14,1,insert,1.258668,2.721300,2.819954,0.519097,25466.25,36515.91,26,0.394592,2.819954,-3.319995
1313,2025-12-07 22:13:41.814,14,1,insert,1.160909,2.819954,2.907845,0.518838,25466.25,36091.99,26,0.397972,2.907845,-3.319995
1314,2025-12-07 22:13:41.972,14,1,insert,0.951736,2.907845,2.973940,0.518578,25466.25,35748.49,26,0.400514,2.973940,-3.319995
1315,2025-12-07 22:13:42.182,14,1,insert,0.733110,2.973940,3.017512,0.518319,25466.25,35486.42,26,0.402190,3.017512,-3.319995
1316,2025-12-07 22:13:42.399,14,1,insert,0.800485,3.017512,3.067385,0.518060,25466.25,35202.35,26,0.404108,3.067385,-3.319995
1317,2025-12-07 22:13:42.599,14,1,insert,0.690822,3.067385,3.105793,0.517801,25466.25,34959.17,26,0.405585,3.105793,-3.319995
1318,2025-12-07 22:13:42.797,14,1,insert,0.686524,3.105793,3.143388,0.517542,25466.25,34719.17,26,0.407031,3.143388,-3.319995
1319,2025-12-07 22:13:42.986,14,4,oropt,0.727245,0.831297,1.103797,0.517283,25466.25,34466.67,26,0.417512,3.143388,-3.319995
1320,2025-12-07 22:13:43.175,14,4,oropt,1.603830,1.103797,1.436705,0.517025,25466.25,33913.88,26,0.430316,3.143388,-3.319995
1321,2025-12-07 22:13:43.391,14,1,insert,1.299632,3.143388,3.241917,0.516766,25466.25,33473.13,26,0.434106,3.241917,-3.319995
1322,2025-12-07 22:13:43.616,14,1,insert,0.622269,3.241917,3.271725,0.516508,25466.25,33264.84,26,0.435252,3.271725,-3.319995
1323,2025-12-07 22:13:43.816,14,1,insert,0.691194,3.271725,3.308127,0.516249,25466.25,33034.91,26,0.436652,3.308127,-3.319995
1324,2025-12-07 22:13:44.044,14,1,insert,0.622494,3.308127,3.337295,0.515991,25466.25,32829.27,26,0.437774,3.337295,-3.319995
1325,2025-12-07 22:13:44.265,14,1,insert,0.603541,3.337295,3.364276,0.515733,25466.25,32631.13,26,0.438812,3.364276,-3.319995
1326,2025-12-07 22:13:44.462,14,5,cross,0.774195,-3.319995,-2.607791,0.515475,25466.25,32378.50,26,0.466204,3.364276,-2.607791
1327,2025-12-07 22:13:44.673,14,1,insert,0.980372,3.364276,3.428671,0.515218,25466.25,32061.07,26,0.468681,3.428671,-2.607791
1328,2025-12-07 22:13:44.882,14,5,cross,0.527795,-2.607791,-1.985652,0.514960,25466.25,31891.86,26,0.492610,3.428671,-1.985652
1329,2025-12-07 22:13:45.052,14,4,oropt,0.931306,1.436705,1.694745,0.514703,25466.25,31594.85,26,0.502534,3.428671,-1.985652
1330,2025-12-07 22:13:45.267,14,3,2opt,0.863814,2.321421,2.484241,0.514445,25466.25,31321.93,26,0.508796,3.428671,-1.985652
1331,2025-12-07 22:13:45.478,14,0,swap,0.417281,2.175373,2.308144,0.514188,25466.25,31191.23,26,0.513903,3.428671,-1.985652
1332,2025-12-07 22:13:45.735,14,1,insert,1.036692,3.428671,3.498053,0.513931,25466.25,30867.87,26,0.516572,3.498053,-1.985652
1333,2025-12-07 22:13:45.932,14,1,insert,0.482983,3.498053,3.511371,0.513674,25466.25,30718.78,26,0.517084,3.511371,-1.985652
1334,2025-12-07 22:13:46.134,14,5,cross,0.463849,-1.985652,-1.424678,0.513417,25466.25,30576.29,26,0.538660,3.511371,-1.424678
1335,2025-12-07 22:13:46.359,14,1,insert,0.834587,3.511371,3.559716,0.513160,25466.25,30321.11,26,0.540519,3.559716,-1.424678
1336,2025-12-07 22:13:46.611,14,0,swap,0.436126,2.308144,2.441317,0.512904,25466.25,30188.87,26,0.545641,3.559716,-1.424678
1337,2025-12-07 22:13:46.801,14,4,oropt,1.133754,1.694745,1.959021,0.512647,25466.25,29846.60,26,0.555806,3.559716,-1.424678
1338,2025-12-07 22:13:47.070,14,2,invert,0.733742,2.181504,2.357102,0.512391,25466.25,29627.60,26,0.562559,3.559716,-1.424678
1339,2025-12-07 22:13:47.331,14,1,insert,0.206682,3.559716,3.544787,0.512135,25466.25,29566.37,26,0.561985,3.544787,-1.424678
1340,2025-12-07 22:13:47.607,14,1,insert,0.870842,3.544787,3.596423,0.511879,25466.25,29308.89,26,0.563971,3.596423,-1.424678
1341,2025-12-07 22:13:47.894,14,1,insert,0.633183,3.596423,3.623778,0.511623,25466.25,29123.31,26,0.565023,3.623778,-1.424678
1342,2025-12-07 22:13:52.583,14,1,insert,0.583941,3.623778,3.645934,0.511367,25466.25,28953.25,26,0.565875,3.645934,-1.424678
1343,2025-12-07 22:13:52.762,14,1,insert,0.442656,3.645934,3.653740,0.511111,25466.25,28825.09,26,0.566176,3.653740,-1.424678
1344,2025-12-07 22:13:52.945,14,5,cross,0.325089,-1.424678,-0.920865,0.510856,25466.25,28731.38,26,0.585553,3.653740,-0.920865
1345,2025-12-07 22:13:53.154,14,5,cross,0.633825,-0.920865,-0.436560,0.510600,25466.25,28549.27,26,0.604180,3.653740,-0.436560
1346,2025-12-07 22:13:53.429,14,1,insert,0.486230,3.653740,3.665826,0.510345,25466.25,28410.46,26,0.604645,3.665826,-0.436560
1347,2025-12-07 22:13:53.693,14,0,swap,0.472123,2.441317,2.574322,0.510090,25466.25,28276.33,26,0.609761,3.665826,-0.436560
1348,2025-12-07 22:13:53.912,14,1,insert,0.878142,3.665826,3.716982,0.509835,25466.25,28028.02,26,0.611728,3.716982,-0.436560
1349,2025-12-07 22:13:54.188,14,1,insert,0.296781,3.716982,3.709490,0.509580,25466.25,27944.84,26,0.611440,3.709490,-0.436560
1350,2025-12-07 22:13:54.374,14,1,insert,0.227272,3.709490,3.695122,0.509325,25466.25,27881.33,26,0.610888,3.695122,-0.436560
1351,2025-12-07 22:13:54.597,14,1,insert,0.214306,3.695122,3.679602,0.509070,25466.25,27821.58,26,0.610291,3.679602,-0.436560
1352,2025-12-07 22:13:54.799,14,1,insert,0.258217,3.679602,3.668627,0.508816,25466.25,27749.74,26,0.609868,3.668627,-0.436560
1353,2025-12-07 22:13:54.942,14,1,insert,0.140249,3.668627,3.645966,0.508562,25466.25,27710.82,26,0.608997,3.645966,-0.436560
1354,2025-12-07 22:13:55.108,14,1,insert,0.124488,3.645966,3.621955,0.508307,25466.25,27676.32,26,0.608073,3.621955,-0.436560
1355,2025-12-07 22:13:55.322,14,1,insert,0.112499,3.621955,3.596985,0.508053,25466.25,27645.19,26,0.607113,3.596985,-0.436560
1356,2025-12-07 22:13:55.489,14,2,invert,0.478077,2.357102,2.492928,0.507799,25466.25,27513.02,26,0.612337,3.596985,-0.436560
1357,2025-12-07 22:13:55.717,14,3,2opt,0.126166,2.484241,2.572162,0.507545,25466.25,27478.31,26,0.615719,3.596985,-0.436560
1358,2025-12-07 22:13:55.912,14,1,insert,0.031720,3.596985,3.564188,0.507291,25466.25,27469.59,26,0.614457,3.564188,-0.436560
1359,2025-12-07 22:13:56.099,14,1,insert,0.071211,3.564188,3.535667,0.507038,25466.25,27450.03,26,0.613360,3.535667,-0.436560
1360,2025-12-07 22:13:56.312,14,1,insert,0.028321,3.535667,3.503142,0.506784,25466.25,27442.26,26,0.612109,3.503142,-0.436560
1361,2025-12-07 22:13:56.450,14,2,invert,0.148091,2.492928,2.573727,0.506531,25466.25,27401.62,26,0.615217,3.503142,-0.436560
1362,2025-12-07 22:13:56.637,14,2,invert,0.016859,2.573727,2.633323,0.506278,25466.25,27397.00,26,0.617509,3.503142,-0.436560
1363,2025-12-07 22:13:56.783,14,3,2opt,0.010359,2.572162,2.631265,0.506024,25466.25,27394.16,26,0.619782,3.503142,-0.436560
1364,2025-12-07 22:13:56.977,14,4,oropt,0.000000,1.959021,2.078401,0.505771,25466.25,27394.16,26,0.624374,3.503142,-0.436560
